	0
MROH7-TTC4	MROH7-TTC4
TTC4	TTC4
PARS2	PARS2
TTC22	TTC22
AC096536.2	AC096536.2
LEXM	LEXM
DHCR24	DHCR24
AC096536.3	AC096536.3
AC096536.1	AC096536.1
TMEM61	TMEM61
AL590440.1	AL590440.1
BSND	BSND
PCSK9	PCSK9
USP24	USP24
MIR4422HG	MIR4422HG
AL603840.1	AL603840.1
LINC01753	LINC01753
LINC01755	LINC01755
AL353681.1	AL353681.1
AC119674.1	AC119674.1
AC119674.2	AC119674.2
LINC01767	LINC01767
PLPP3	PLPP3
PRKAA2	PRKAA2
FYB2	FYB2
AL360295.1	AL360295.1
C8A	C8A
C8B	C8B
AL161740.1	AL161740.1
DAB1	DAB1
AL390243.1	AL390243.1
DAB1-AS1	DAB1-AS1
AL445193.2	AL445193.2
OMA1	OMA1
TACSTD2	TACSTD2
MYSM1	MYSM1
AL136985.3	AL136985.3
JUN	JUN
LINC01135	LINC01135
AL136985.2	AL136985.2
AL136985.1	AL136985.1
AC105277.1	AC105277.1
LINC01358	LINC01358
AL592431.2	AL592431.2
AL592431.1	AL592431.1
AC093424.1	AC093424.1
FGGY	FGGY
AL035416.1	AL035416.1
HOOK1	HOOK1
CYP2J2	CYP2J2
C1orf87	C1orf87
AC097066.1	AC097066.1
LINC01748	LINC01748
AC099792.1	AC099792.1
NFIA	NFIA
NFIA-AS2	NFIA-AS2
AC099791.3	AC099791.3
TM2D1	TM2D1
AC099791.2	AC099791.2
PATJ	PATJ
L1TD1	L1TD1
KANK4	KANK4
USP1	USP1
DOCK7	DOCK7
ANGPTL3	ANGPTL3
AC103923.1	AC103923.1
ATG4C	ATG4C
AC099794.1	AC099794.1
LINC01739	LINC01739
AL162400.1	AL162400.1
AL162400.2	AL162400.2
AC096543.1	AC096543.1
AC096543.2	AC096543.2
FOXD3-AS1	FOXD3-AS1
FOXD3	FOXD3
ALG6	ALG6
ITGB3BP	ITGB3BP
EFCAB7	EFCAB7
PGM1	PGM1
ROR1	ROR1
ROR1-AS1	ROR1-AS1
AL445205.1	AL445205.1
UBE2U	UBE2U
CACHD1	CACHD1
RAVER2	RAVER2
JAK1	JAK1
AL357078.3	AL357078.3
AL357078.1	AL357078.1
AK4	AK4
DNAJC6	DNAJC6
AL139294.1	AL139294.1
LEPROT	LEPROT
LEPR	LEPR
AL513493.1	AL513493.1
PDE4B	PDE4B
AL590783.1	AL590783.1
SGIP1	SGIP1
AL139147.1	AL139147.1
TCTEX1D1	TCTEX1D1
INSL5	INSL5
WDR78	WDR78
AL592161.1	AL592161.1
MIER1	MIER1
SLC35D1	SLC35D1
C1orf141	C1orf141
IL23R	IL23R
IL12RB2	IL12RB2
SERBP1	SERBP1
LINC01702	LINC01702
GADD45A	GADD45A
GNG12	GNG12
GNG12-AS1	GNG12-AS1
DIRAS3	DIRAS3
WLS	WLS
RPE65	RPE65
DEPDC1	DEPDC1
AL138789.1	AL138789.1
DEPDC1-AS1	DEPDC1-AS1
AL035412.1	AL035412.1
AL033530.1	AL033530.1
AL691520.1	AL691520.1
LINC01707	LINC01707
AL512271.1	AL512271.1
LINC01758	LINC01758
LRRC7	LRRC7
AL158840.1	AL158840.1
LRRC40	LRRC40
SRSF11	SRSF11
AL353771.1	AL353771.1
ANKRD13C	ANKRD13C
HHLA3	HHLA3
AL158839.1	AL158839.1
CTH	CTH
AL354872.2	AL354872.2
LINC01788	LINC01788
AL513285.1	AL513285.1
PTGER3	PTGER3
AL031429.1	AL031429.1
ZRANB2-AS1	ZRANB2-AS1
ZRANB2	ZRANB2
NEGR1	NEGR1
AL354949.1	AL354949.1
AL583808.1	AL583808.1
AL583808.2	AL583808.2
LINC01360	LINC01360
LINC02238	LINC02238
LRRIQ3	LRRIQ3
FPGT	FPGT
FPGT-TNNI3K	FPGT-TNNI3K
TNNI3K	TNNI3K
AC093158.1	AC093158.1
AC105271.1	AC105271.1
LRRC53	LRRC53
ERICH3	ERICH3
ERICH3-AS1	ERICH3-AS1
AC135803.1	AC135803.1
CRYZ	CRYZ
TYW3	TYW3
AC133865.1	AC133865.1
AC099786.3	AC099786.3
AC099786.1	AC099786.1
LHX8	LHX8
AC099786.2	AC099786.2
SLC44A5	SLC44A5
AL357314.1	AL357314.1
ACADM	ACADM
RABGGTB	RABGGTB
MSH4	MSH4
ASB17	ASB17
AC092813.1	AC092813.1
AC092813.2	AC092813.2
ST6GALNAC3	ST6GALNAC3
AC104458.1	AC104458.1
LINC02567	LINC02567
ST6GALNAC5	ST6GALNAC5
AL035409.1	AL035409.1
PIGK	PIGK
AK5	AK5
AC095030.1	AC095030.1
AC118549.1	AC118549.1
USP33	USP33
MIGA1	MIGA1
NEXN-AS1	NEXN-AS1
NEXN	NEXN
FUBP1	FUBP1
DNAJB4	DNAJB4
GIPC2	GIPC2
AC103591.3	AC103591.3
PTGFR	PTGFR
IFI44L	IFI44L
IFI44	IFI44
ADGRL4	ADGRL4
AL353651.2	AL353651.2
AL353651.1	AL353651.1
AL353651.3	AL353651.3
AC099671.1	AC099671.1
AC098657.2	AC098657.2
AL606519.1	AL606519.1
AL136234.1	AL136234.1
LINC01781	LINC01781
AC093154.1	AC093154.1
ADGRL2	ADGRL2
AL138799.4	AL138799.4
AC117944.1	AC117944.1
AC093580.1	AC093580.1
LINC01362	LINC01362
LINC01361	LINC01361
LINC01712	LINC01712
LINC01725	LINC01725
AL035706.1	AL035706.1
TTLL7	TTLL7
AC104454.2	AC104454.2
AL359504.2	AL359504.2
PRKACB	PRKACB
SAMD13	SAMD13
DNASE2B	DNASE2B
AL844170.1	AL844170.1
RPF1	RPF1
GNG5	GNG5
SPATA1	SPATA1
CTBS	CTBS
AL359762.2	AL359762.2
LINC01555	LINC01555
SSX2IP	SSX2IP
AC104169.1	AC104169.1
LPAR3	LPAR3
MCOLN2	MCOLN2
WDR63	WDR63
MCOLN3	MCOLN3
SYDE2	SYDE2
C1orf52	C1orf52
BCL10	BCL10
AL078459.1	AL078459.1
DDAH1	DDAH1
AL360219.1	AL360219.1
AC092807.3	AC092807.3
AC092807.2	AC092807.2
CYR61	CYR61
AC092807.1	AC092807.1
ZNHIT6	ZNHIT6
COL24A1	COL24A1
AL136382.1	AL136382.1
ODF2L	ODF2L
CLCA2	CLCA2
CLCA1	CLCA1
CLCA4	CLCA4
AL356270.1	AL356270.1
AL049597.2	AL049597.2
SH3GLB1	SH3GLB1
AL355981.1	AL355981.1
SELENOF	SELENOF
HS2ST1	HS2ST1
AL121989.1	AL121989.1
AC093155.3	AC093155.3
LINC01140	LINC01140
AC099062.1	AC099062.1
LMO4	LMO4
LINC01364	LINC01364
PKN2-AS1	PKN2-AS1
PKN2	PKN2
GTF2B	GTF2B
KYAT3	KYAT3
RBMXL1	RBMXL1
GBP3	GBP3
GBP1	GBP1
GBP2	GBP2
GBP7	GBP7
GBP4	GBP4
AC099063.4	AC099063.4
GBP5	GBP5
AC099063.1	AC099063.1
GBP6	GBP6
LRRC8B	LRRC8B
LRRC8C-DT	LRRC8C-DT
LRRC8C	LRRC8C
AC093423.3	AC093423.3
AC099568.2	AC099568.2
LRRC8D	LRRC8D
AL391497.1	AL391497.1
ZNF326	ZNF326
AC092783.1	AC092783.1
BARHL2	BARHL2
LINC01763	LINC01763
AC091614.1	AC091614.1
ZNF644	ZNF644
HFM1	HFM1
CDC7	CDC7
TGFBR3	TGFBR3
BRDT	BRDT
EPHX4	EPHX4
SETSIP	SETSIP
BTBD8	BTBD8
AC104836.1	AC104836.1
C1orf146	C1orf146
GLMN	GLMN
RPAP2	RPAP2
GFI1	GFI1
EVI5	EVI5
RPL5	RPL5
FAM69A	FAM69A
MTF2	MTF2
TMED5	TMED5
CCDC18	CCDC18
DR1	DR1
FNBP1L	FNBP1L
BCAR3	BCAR3
AL109613.1	AL109613.1
DNTTIP2	DNTTIP2
GCLM	GCLM
ABCA4	ABCA4
AC093579.1	AC093579.1
ARHGAP29	ARHGAP29
AC097059.1	AC097059.1
AC097059.2	AC097059.2
ABCD3	ABCD3
F3	F3
AC093117.1	AC093117.1
SLC44A3	SLC44A3
CNN3	CNN3
AC105942.1	AC105942.1
ALG14	ALG14
AC095033.1	AC095033.1
TMEM56	TMEM56
TMEM56-RWDD3	TMEM56-RWDD3
AC092802.1	AC092802.1
RWDD3	RWDD3
AC092802.2	AC092802.2
LINC01760	LINC01760
LINC01650	LINC01650
AL445218.1	AL445218.1
LINC01761	LINC01761
AL356479.1	AL356479.1
AL683887.1	AL683887.1
AC099566.1	AC099566.1
LINC01787	LINC01787
PTBP2	PTBP2
DPYD	DPYD
DPYD-AS1	DPYD-AS1
DPYD-AS2	DPYD-AS2
MIR137HG	MIR137HG
BX005019.1	BX005019.1
LINC01776	LINC01776
SNX7	SNX7
PLPPR5	PLPPR5
AL445433.2	AL445433.2
PLPPR4	PLPPR4
LINC01708	LINC01708
PALMD	PALMD
FRRS1	FRRS1
AGL	AGL
AC118553.1	AC118553.1
SLC35A3	SLC35A3
AC118553.2	AC118553.2
MFSD14A	MFSD14A
AC093019.2	AC093019.2
SASS6	SASS6
TRMT13	TRMT13
LRRC39	LRRC39
DBT	DBT
RTCA-AS1	RTCA-AS1
RTCA	RTCA
AC104457.2	AC104457.2
CDC14A	CDC14A
AL589990.1	AL589990.1
GPR88	GPR88
LINC01349	LINC01349
VCAM1	VCAM1
EXTL2	EXTL2
AC104506.1	AC104506.1
SLC30A7	SLC30A7
DPH5	DPH5
AC093157.2	AC093157.2
AC093157.1	AC093157.1
AL109741.1	AL109741.1
S1PR1	S1PR1
LINC01307	LINC01307
LINC01709	LINC01709
OLFM3	OLFM3
AC114485.1	AC114485.1
AC099567.1	AC099567.1
COL11A1	COL11A1
AC095032.2	AC095032.2
RNPC3	RNPC3
AMY2B	AMY2B
AMY2A	AMY2A
AMY1A	AMY1A
AMY1B	AMY1B
AMY1C	AMY1C
LINC01676	LINC01676
LINC01677	LINC01677
AL355306.2	AL355306.2
LINC01661	LINC01661
PRMT6	PRMT6
NTNG1	NTNG1
VAV3	VAV3
VAV3-AS1	VAV3-AS1
AL390036.1	AL390036.1
SLC25A24	SLC25A24
AL359258.2	AL359258.2
NBPF4	NBPF4
AL359258.1	AL359258.1
AL390038.1	AL390038.1
NBPF6	NBPF6
FAM102B	FAM102B
HENMT1	HENMT1
PRPF38B	PRPF38B
FNDC7	FNDC7
AL591719.2	AL591719.2
STXBP3	STXBP3
AKNAD1	AKNAD1
AL449266.1	AL449266.1
SPATA42	SPATA42
GPSM2	GPSM2
CLCC1	CLCC1
WDR47	WDR47
TAF13	TAF13
AL356488.3	AL356488.3
TMEM167B	TMEM167B
AL356488.2	AL356488.2
C1orf194	C1orf194
KIAA1324	KIAA1324
SARS	SARS
CELSR2	CELSR2
PSRC1	PSRC1
MYBPHL	MYBPHL
SORT1	SORT1
PSMA5	PSMA5
SYPL2	SYPL2
ATXN7L2	ATXN7L2
CYB561D1	CYB561D1
AMIGO1	AMIGO1
GPR61	GPR61
AL355310.3	AL355310.3
GNAI3	GNAI3
GNAT2	GNAT2
AMPD2	AMPD2
AL355310.2	AL355310.2
GSTM4	GSTM4
GSTM2	GSTM2
GSTM1	GSTM1
AC000032.1	AC000032.1
GSTM5	GSTM5
AL158847.1	AL158847.1
GSTM3	GSTM3
EPS8L3	EPS8L3
LINC01768	LINC01768
AL450468.1	AL450468.1
AL450468.2	AL450468.2
CSF1	CSF1
AHCYL1	AHCYL1
STRIP1	STRIP1
AL160006.1	AL160006.1
ALX3	ALX3
LINC01397	LINC01397
UBL4B	UBL4B
SLC6A17	SLC6A17
AL355990.1	AL355990.1
AL355990.2	AL355990.2
LINC02586	LINC02586
KCNC4	KCNC4
RBM15-AS1	RBM15-AS1
RBM15	RBM15
SLC16A4	SLC16A4
AL355488.1	AL355488.1
LAMTOR5	LAMTOR5
PROK1	PROK1
AL358215.1	AL358215.1
AL358215.2	AL358215.2
CYMP-AS1	CYMP-AS1
KCNA10	KCNA10
KCNA2	KCNA2
AL365361.1	AL365361.1
KCNA3	KCNA3
CD53	CD53
AL360270.1	AL360270.1
LRIF1	LRIF1
AL360270.3	AL360270.3
DRAM2	DRAM2
CEPT1	CEPT1
AL355816.1	AL355816.1
AL355816.2	AL355816.2
DENND2D	DENND2D
CHI3L2	CHI3L2
CHIA	CHIA
AL356387.1	AL356387.1
PIFO	PIFO
OVGP1	OVGP1
WDR77	WDR77
ATP5PB	ATP5PB
C1orf162	C1orf162
TMIGD3	TMIGD3
ADORA3	ADORA3
RAP1A	RAP1A
LINC01160	LINC01160
INKA2	INKA2
AL049557.1	AL049557.1
DDX20	DDX20
KCND3	KCND3
KCND3-AS1	KCND3-AS1
LINC01750	LINC01750
AL445426.1	AL445426.1
CTTNBP2NL	CTTNBP2NL
WNT2B	WNT2B
AL354760.1	AL354760.1
ST7L	ST7L
CAPZA1	CAPZA1
MOV10	MOV10
AL603832.1	AL603832.1
RHOC	RHOC
AL603832.3	AL603832.3
PPM1J	PPM1J
AL603832.2	AL603832.2
FAM19A3	FAM19A3
LINC01356	LINC01356
AL390729.1	AL390729.1
SLC16A1	SLC16A1
SLC16A1-AS1	SLC16A1-AS1
AL357055.3	AL357055.3
LRIG2	LRIG2
MAGI3	MAGI3
PHTF1	PHTF1
RSBN1	RSBN1
AL137856.1	AL137856.1
PTPN22	PTPN22
AP4B1-AS1	AP4B1-AS1
BCL2L15	BCL2L15
AP4B1	AP4B1
DCLRE1B	DCLRE1B
HIPK1-AS1	HIPK1-AS1
HIPK1	HIPK1
OLFML3	OLFML3
SYT6	SYT6
AL121999.1	AL121999.1
TRIM33	TRIM33
BCAS2	BCAS2
DENND2C	DENND2C
AMPD1	AMPD1
NRAS	NRAS
CSDE1	CSDE1
SIKE1	SIKE1
SYCP1	SYCP1
TSHB	TSHB
TSPAN2	TSPAN2
LINC01765	LINC01765
AL512638.2	AL512638.2
NGF	NGF
VANGL1	VANGL1
CASQ2	CASQ2
NHLH2	NHLH2
LINC01649	LINC01649
SLC22A15	SLC22A15
AL365318.1	AL365318.1
MAB21L3	MAB21L3
LINC01779	LINC01779
ATP1A1	ATP1A1
LINC01762	LINC01762
AL136376.1	AL136376.1
AL390066.1	AL390066.1
CD58	CD58
IGSF3	IGSF3
C1orf137	C1orf137
CD2	CD2
AL157904.1	AL157904.1
PTGFRN	PTGFRN
CD101	CD101
AL445231.1	AL445231.1
TTF2	TTF2
TRIM45	TRIM45
VTCN1	VTCN1
LINC01525	LINC01525
AL358072.1	AL358072.1
MAN1A2	MAN1A2
AL157902.1	AL157902.1
TENT5C	TENT5C
GDAP2	GDAP2
WDR3	WDR3
SPAG17	SPAG17
TBX15	TBX15
AL139420.1	AL139420.1
AL139420.2	AL139420.2
WARS2	WARS2
WARS2-IT1	WARS2-IT1
AL359915.2	AL359915.2
AL359915.1	AL359915.1
LINC01780	LINC01780
HAO2	HAO2
HSD3B2	HSD3B2
HSD3B1	HSD3B1
ZNF697	ZNF697
PHGDH	PHGDH
HMGCS2	HMGCS2
REG4	REG4
ADAM30	ADAM30
NOTCH2	NOTCH2
AC245008.1	AC245008.1
SEC22B	SEC22B
NBPF26	NBPF26
PPIAL4A	PPIAL4A
LINC00623	LINC00623
FCGR1B	FCGR1B
AC244453.3	AC244453.3
AC244453.2	AC244453.2
AC244453.1	AC244453.1
FAM72B	FAM72B
SRGAP2C	SRGAP2C
SRGAP2-AS1	SRGAP2-AS1
AC244021.1	AC244021.1
AC244021.2	AC244021.2
AL592494.1	AL592494.1
AL592494.3	AL592494.3
LINC01691	LINC01691
AC239859.3	AC239859.3
AC239800.2	AC239800.2
AC239800.3	AC239800.3
AC239798.2	AC239798.2
AC246680.1	AC246680.1
HIST2H3PS2	HIST2H3PS2
FAM72C	FAM72C
IGKV1OR1-1	IGKV1OR1-1
AC245595.1	AC245595.1
PPIAL4E	PPIAL4E
AC246785.3	AC246785.3
NBPF15	NBPF15
PPIAL4F	PPIAL4F
LINC01632	LINC01632
FP700111.1	FP700111.1
SRGAP2B	SRGAP2B
FAM72D	FAM72D
PPIAL4D	PPIAL4D
AC245014.3	AC245014.3
AC245014.1	AC245014.1
NBPF20	NBPF20
GPR89A	GPR89A
PDZK1	PDZK1
CD160	CD160
RNF115	RNF115
POLR3C	POLR3C
NUDT17	NUDT17
PIAS3	PIAS3
ANKRD35	ANKRD35
ITGA10	ITGA10
AC243547.1	AC243547.1
PEX11B	PEX11B
RBM8A	RBM8A
LIX1L-AS1	LIX1L-AS1
AC243547.3	AC243547.3
LIX1L	LIX1L
ANKRD34A	ANKRD34A
AC243547.2	AC243547.2
POLR3GL	POLR3GL
TXNIP	TXNIP
HJV	HJV
LINC01719	LINC01719
NBPF10	NBPF10
AC239799.1	AC239799.1
NOTCH2NL	NOTCH2NL
AC239799.2	AC239799.2
AC243756.1	AC243756.1
AC245407.2	AC245407.2
NBPF12	NBPF12
AC244394.2	AC244394.2
PRKAB2	PRKAB2
AC242426.2	AC242426.2
FMO5	FMO5
CHD1L	CHD1L
LINC00624	LINC00624
BCL9	BCL9
ACP6	ACP6
AC241644.1	AC241644.1
GJA5	GJA5
AC241644.3	AC241644.3
AC241644.2	AC241644.2
GJA8	GJA8
GPR89B	GPR89B
AC239803.2	AC239803.2
AC239803.3	AC239803.3
NBPF11	NBPF11
AC239809.3	AC239809.3
AC239803.1	AC239803.1
LINC01731	LINC01731
AC245100.6	AC245100.6
AC245100.1	AC245100.1
AC245100.7	AC245100.7
PPIAL4G	PPIAL4G
NBPF14	NBPF14
NUDT4B	NUDT4B
PDE4DIP	PDE4DIP
AC239802.1	AC239802.1
AC239802.2	AC239802.2
AC239804.1	AC239804.1
NBPF9	NBPF9
AC245297.3	AC245297.3
AC245297.2	AC245297.2
NBPF19	NBPF19
PPIAL4C	PPIAL4C
FCGR1A	FCGR1A
HIST2H2BF	HIST2H2BF
AC243772.2	AC243772.2
HIST2H3D	HIST2H3D
HIST2H4A	HIST2H4A
HIST2H3C	HIST2H3C
HIST2H2AA3	HIST2H2AA3
AC239868.3	AC239868.3
HIST2H2AA4	HIST2H2AA4
HIST2H3A	HIST2H3A
HIST2H4B	HIST2H4B
AC239868.2	AC239868.2
HIST2H2BE	HIST2H2BE
HIST2H2AC	HIST2H2AC
HIST2H2AB	HIST2H2AB
BOLA1	BOLA1
SV2A	SV2A
SF3B4	SF3B4
MTMR11	MTMR11
OTUD7B	OTUD7B
VPS45	VPS45
PLEKHO1	PLEKHO1
ANP32E	ANP32E
AC242988.1	AC242988.1
CA14	CA14
APH1A	APH1A
C1orf54	C1orf54
CIART	CIART
MRPS21	MRPS21
PRPF3	PRPF3
RPRD2	RPRD2
TARS2	TARS2
ECM1	ECM1
FALEC	FALEC
AL356356.1	AL356356.1
ADAMTSL4	ADAMTSL4
MCL1	MCL1
ENSA	ENSA
GOLPH3L	GOLPH3L
HORMAD1	HORMAD1
CTSS	CTSS
CTSK	CTSK
ARNT	ARNT
CTXND2	CTXND2
SETDB1	SETDB1
CERS2	CERS2
AL590133.2	AL590133.2
AL590133.1	AL590133.1
ANXA9	ANXA9
MINDY1	MINDY1
PRUNE1	PRUNE1
BNIPL	BNIPL
C1orf56	C1orf56
CDC42SE1	CDC42SE1
MLLT11	MLLT11
GABPB2	GABPB2
SEMA6C	SEMA6C
TNFAIP8L2	TNFAIP8L2
SCNM1	SCNM1
LYSMD1	LYSMD1
TMOD4	TMOD4
VPS72	VPS72
PIP5K1A	PIP5K1A
PSMD4	PSMD4
AL391069.2	AL391069.2
ZNF687	ZNF687
PI4KB	PI4KB
AL391069.4	AL391069.4
RFX5	RFX5
AL391069.1	AL391069.1
AL391069.3	AL391069.3
SELENBP1	SELENBP1
PSMB4	PSMB4
POGZ	POGZ
CGN	CGN
TUFT1	TUFT1
SNX27	SNX27
AL391335.1	AL391335.1
AL589765.1	AL589765.1
CELF3	CELF3
RIIAD1	RIIAD1
AL589765.7	AL589765.7
MRPL9	MRPL9
OAZ3	OAZ3
AL589765.4	AL589765.4
AL589765.5	AL589765.5
TDRKH	TDRKH
TDRKH-AS1	TDRKH-AS1
AL589765.6	AL589765.6
LINGO4	LINGO4
RORC	RORC
C2CD4D	C2CD4D
AL450992.2	AL450992.2
THEM5	THEM5
THEM4	THEM4
S100A10	S100A10
AL450992.1	AL450992.1
S100A11	S100A11
TCHHL1	TCHHL1
TCHH	TCHH
AL589986.1	AL589986.1
RPTN	RPTN
FLG-AS1	FLG-AS1
AL589986.2	AL589986.2
HRNR	HRNR
FLG	FLG
FLG2	FLG2
CRNN	CRNN
LCE5A	LCE5A
CRCT1	CRCT1
LCE3E	LCE3E
LCE3D	LCE3D
LCE3C	LCE3C
LCE3B	LCE3B
LCE3A	LCE3A
LINC00302	LINC00302
LCE2D	LCE2D
LCE2C	LCE2C
LCE2B	LCE2B
LCE2A	LCE2A
LCE4A	LCE4A
C1orf68	C1orf68
KPRP	KPRP
LCE1F	LCE1F
LCE1E	LCE1E
LCE1D	LCE1D
LCE1C	LCE1C
LCE1B	LCE1B
LCE1A	LCE1A
LCE6A	LCE6A
SMCP	SMCP
IVL	IVL
LINC01527	LINC01527
SPRR5	SPRR5
SPRR4	SPRR4
SPRR1A	SPRR1A
SPRR3	SPRR3
SPRR1B	SPRR1B
SPRR2D	SPRR2D
SPRR2A	SPRR2A
SPRR2B	SPRR2B
SPRR2E	SPRR2E
SPRR2F	SPRR2F
SPRR2G	SPRR2G
AL161636.1	AL161636.1
LELP1	LELP1
PRR9	PRR9
LOR	LOR
PGLYRP3	PGLYRP3
PGLYRP4	PGLYRP4
S100A9	S100A9
S100A12	S100A12
S100A8	S100A8
S100A7A	S100A7A
S100A7L2	S100A7L2
S100A7	S100A7
BX470102.1	BX470102.1
S100A6	S100A6
S100A5	S100A5
S100A4	S100A4
S100A3	S100A3
S100A2	S100A2
S100A16	S100A16
S100A14	S100A14
S100A13	S100A13
S100A1	S100A1
AL162258.2	AL162258.2
CHTOP	CHTOP
SNAPIN	SNAPIN
ILF2	ILF2
NPR1	NPR1
INTS3	INTS3
AL513523.4	AL513523.4
AL513523.3	AL513523.3
SLC27A3	SLC27A3
GATAD2B	GATAD2B
AL358472.5	AL358472.5
DENND4B	DENND4B
CRTC2	CRTC2
SLC39A1	SLC39A1
AL358472.4	AL358472.4
AL358472.3	AL358472.3
CREB3L4	CREB3L4
JTB	JTB
AL358472.2	AL358472.2
RAB13	RAB13
RPS27	RPS27
NUP210L	NUP210L
TPM3	TPM3
C1orf189	C1orf189
C1orf43	C1orf43
UBAP2L	UBAP2L
HAX1	HAX1
AQP10	AQP10
ATP8B2	ATP8B2
IL6R-AS1	IL6R-AS1
IL6R	IL6R
SHE	SHE
AL162591.2	AL162591.2
TDRD10	TDRD10
UBE2Q1	UBE2Q1
UBE2Q1-AS1	UBE2Q1-AS1
CHRNB2	CHRNB2
AL592078.1	AL592078.1
ADAR	ADAR
KCNN3	KCNN3
PMVK	PMVK
AL451085.1	AL451085.1
PBXIP1	PBXIP1
PYGO2	PYGO2
AL451085.2	AL451085.2
SHC1	SHC1
CKS1B	CKS1B
FLAD1	FLAD1
LENEP	LENEP
ZBTB7B	ZBTB7B
DCST2	DCST2
DCST1	DCST1
DCST1-AS1	DCST1-AS1
ADAM15	ADAM15
EFNA4	EFNA4
AL691442.1	AL691442.1
EFNA3	EFNA3
EFNA1	EFNA1
SLC50A1	SLC50A1
DPM3	DPM3
KRTCAP2	KRTCAP2
AL713999.1	AL713999.1
TRIM46	TRIM46
MUC1	MUC1
AC234582.1	AC234582.1
THBS3	THBS3
MTX1	MTX1
AC234582.2	AC234582.2
GBA	GBA
FAM189B	FAM189B
SCAMP3	SCAMP3
CLK2	CLK2
HCN3	HCN3
PKLR	PKLR
FDPS	FDPS
RUSC1-AS1	RUSC1-AS1
RUSC1	RUSC1
ASH1L	ASH1L
ASH1L-AS1	ASH1L-AS1
AL353807.2	AL353807.2
MSTO1	MSTO1
YY1AP1	YY1AP1
DAP3	DAP3
AL162734.1	AL162734.1
GON4L	GON4L
SYT11	SYT11
RIT1	RIT1
KHDC4	KHDC4
RXFP4	RXFP4
ARHGEF2	ARHGEF2
AL355388.2	AL355388.2
AL355388.1	AL355388.1
SSR2	SSR2
UBQLN4	UBQLN4
LAMTOR2	LAMTOR2
RAB25	RAB25
MEX3A	MEX3A
LMNA	LMNA
SEMA4A	SEMA4A
SLC25A44	SLC25A44
PMF1-BGLAP	PMF1-BGLAP
PMF1	PMF1
BGLAP	BGLAP
PAQR6	PAQR6
SMG5	SMG5
TMEM79	TMEM79
GLMP	GLMP
VHLL	VHLL
CCT3	CCT3
TSACC	TSACC
RHBG	RHBG
AL139130.1	AL139130.1
C1orf61	C1orf61
AL139412.1	AL139412.1
MEF2D	MEF2D
AL365181.1	AL365181.1
IQGAP3	IQGAP3
TTC24	TTC24
NAXE	NAXE
GPATCH4	GPATCH4
AL365181.4	AL365181.4
HAPLN2	HAPLN2
AL365181.2	AL365181.2
BCAN	BCAN
AL365181.3	AL365181.3
AL590666.2	AL590666.2
NES	NES
AL590666.3	AL590666.3
CRABP2	CRABP2
AL590666.1	AL590666.1
ISG20L2	ISG20L2
RRNAD1	RRNAD1
MRPL24	MRPL24
HDGF	HDGF
PRCC	PRCC
SH2D2A	SH2D2A
NTRK1	NTRK1
INSRR	INSRR
PEAR1	PEAR1
LRRC71	LRRC71
ARHGEF11	ARHGEF11
ETV3L	ETV3L
ETV3	ETV3
AL138900.1	AL138900.1
AL138900.3	AL138900.3
AL138900.2	AL138900.2
FCRL5	FCRL5
FCRL4	FCRL4
FCRL3	FCRL3
AL356276.1	AL356276.1
FCRL2	FCRL2
FCRL1	FCRL1
CD5L	CD5L
KIRREL1	KIRREL1
LINC01704	LINC01704
CD1D	CD1D
AL138899.1	AL138899.1
CD1A	CD1A
CD1C	CD1C
CD1B	CD1B
CD1E	CD1E
OR10T2	OR10T2
OR10K2	OR10K2
OR10K1	OR10K1
OR10R2	OR10R2
AL365440.2	AL365440.2
OR6Y1	OR6Y1
OR6P1	OR6P1
OR10X1	OR10X1
OR10Z1	OR10Z1
SPTA1	SPTA1
OR6K2	OR6K2
OR6K3	OR6K3
OR6N1	OR6N1
OR6K6	OR6K6
OR6N2	OR6N2
MNDA	MNDA
PYHIN1	PYHIN1
IFI16	IFI16
AIM2	AIM2
CADM3	CADM3
CADM3-AS1	CADM3-AS1
ACKR1	ACKR1
FCER1A	FCER1A
OR10J3	OR10J3
AL513323.1	AL513323.1
OR10J1	OR10J1
AL663023.1	AL663023.1
OR10J5	OR10J5
APCS	APCS
CRP	CRP
DUSP23	DUSP23
FCRL6	FCRL6
SLAMF8	SLAMF8
AL590560.1	AL590560.1
SNHG28	SNHG28
VSIG8	VSIG8
AL590560.2	AL590560.2
CFAP45	CFAP45
TAGLN2	TAGLN2
IGSF9	IGSF9
SLAMF9	SLAMF9
LINC01133	LINC01133
KCNJ10	KCNJ10
PIGM	PIGM
AL121987.1	AL121987.1
KCNJ9	KCNJ9
IGSF8	IGSF8
ATP1A2	ATP1A2
ATP1A4	ATP1A4
CASQ1	CASQ1
AL121987.2	AL121987.2
PEA15	PEA15
DCAF8	DCAF8
AL139011.2	AL139011.2
AL139011.1	AL139011.1
PEX19	PEX19
COPA	COPA
NCSTN	NCSTN
NHLH1	NHLH1
VANGL2	VANGL2
SLAMF6	SLAMF6
AL138930.1	AL138930.1
CD84	CD84
SLAMF1	SLAMF1
AL121985.1	AL121985.1
CD48	CD48
SLAMF7	SLAMF7
LY9	LY9
CD244	CD244
ITLN1	ITLN1
AL354714.3	AL354714.3
AL354714.1	AL354714.1
ITLN2	ITLN2
F11R	F11R
AL591806.3	AL591806.3
TSTD1	TSTD1
USF1	USF1
ARHGAP30	ARHGAP30
